ID_Cliente,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
73,29,88,19420.93,5,5,5,5.0,Champion
74,74,66,14475.87,4,5,5,4.666666666666667,Champion
75,1,70,18792.96,5,5,5,5.0,Champion
76,72,73,14937.49,4,5,5,4.666666666666667,Champion
77,22,62,13697.77,5,5,5,5.0,Champion
78,69,70,16890.01,4,5,5,4.666666666666667,Champion
79,75,75,20036.94,4,5,5,4.666666666666667,Champion
80,12,73,17684.06,5,5,5,5.0,Champion
81,8,70,16298.17,5,5,5,5.0,Champion
82,147,75,16162.78,4,5,5,4.666666666666667,Champion
83,64,71,14330.62,4,5,5,4.666666666666667,Champion
84,81,78,18247.83,4,5,5,4.666666666666667,Champion
85,8,59,16315.19,5,5,5,5.0,Champion
86,26,58,15132.33,5,5,5,5.0,Champion
87,2,62,15545.56,5,5,5,5.0,Champion
88,18,79,16296.92,5,5,5,5.0,Champion
89,15,52,11958.41,5,5,5,5.0,Champion
90,50,79,19735.48,5,5,5,5.0,Champion
91,4,68,16834.36,5,5,5,5.0,Champion
92,76,55,13244.93,4,5,5,4.666666666666667,Champion
93,36,63,13792.48,5,5,5,5.0,Champion
94,26,56,13454.45,5,5,5,5.0,Champion
95,9,64,15083.83,5,5,5,5.0,Champion
96,117,73,17631.29,4,5,5,4.666666666666667,Champion
97,59,73,18993.83,4,5,5,4.666666666666667,Champion
98,77,56,15028.5,4,5,5,4.666666666666667,Champion
99,65,75,18165.04,4,5,5,4.666666666666667,Champion
100,29,63,17127.99,5,5,5,5.0,Champion
101,27,65,14830.95,5,5,5,5.0,Champion
102,57,63,15521.5,5,5,5,5.0,Champion
103,127,57,11377.2,4,5,5,4.666666666666667,Champion
104,14,77,19812.18,5,5,5,5.0,Champion
105,11,52,11432.76,5,5,5,5.0,Champion
106,19,80,18237.41,5,5,5,5.0,Champion
107,122,53,11948.98,4,5,5,4.666666666666667,Champion
108,39,51,11074.58,5,5,5,5.0,Champion
109,126,74,18494.2,4,5,5,4.666666666666667,Champion
110,26,49,10109.19,5,5,5,5.0,Champion
111,25,57,15491.710000000001,5,5,5,5.0,Champion
112,14,66,17451.78,5,5,5,5.0,Champion
113,36,56,14020.76,5,5,5,5.0,Champion
114,1,68,15898.16,5,5,5,5.0,Champion
115,236,42,10903.52,3,5,5,4.333333333333333,Loyal
116,21,64,16011.56,5,5,5,5.0,Champion
117,85,62,12623.45,4,5,5,4.666666666666667,Champion
118,86,62,16040.550000000001,4,5,5,4.666666666666667,Champion
119,81,70,15032.76,4,5,5,4.666666666666667,Champion
120,87,67,12789.17,4,5,5,4.666666666666667,Champion
121,14,57,17367.11,5,5,5,5.0,Champion
122,22,64,13043.3,5,5,5,5.0,Champion
123,41,65,16385.829999999998,5,5,5,5.0,Champion
124,93,57,11291.08,4,5,5,4.666666666666667,Champion
125,46,62,13802.05,5,5,5,5.0,Champion
126,81,77,18514.06,4,5,5,4.666666666666667,Champion
127,58,46,12518.619999999999,4,5,5,4.666666666666667,Champion
128,178,62,13883.960000000001,4,5,5,4.666666666666667,Champion
129,20,63,17712.43,5,5,5,5.0,Champion
130,8,61,14706.3,5,5,5,5.0,Champion
131,44,46,10621.33,5,5,5,5.0,Champion
132,58,72,17963.17,4,5,5,4.666666666666667,Champion
133,203,54,11738.76,4,5,5,4.666666666666667,Champion
134,42,74,18307.42,5,5,5,5.0,Champion
135,256,49,12886.55,3,5,5,4.333333333333333,Loyal
136,41,52,11890.609999999999,5,5,5,5.0,Champion
137,33,45,8762.57,5,5,5,5.0,Champion
138,61,61,15481.48,4,5,5,4.666666666666667,Champion
139,114,39,8325.18,4,5,5,4.666666666666667,Champion
140,32,69,19664.59,5,5,5,5.0,Champion
141,16,58,12377.73,5,5,5,5.0,Champion
142,10,54,12353.21,5,5,5,5.0,Champion
143,27,44,13096.91,5,5,5,5.0,Champion
144,65,54,12031.64,4,5,5,4.666666666666667,Champion
145,14,50,11537.69,5,5,5,5.0,Champion
146,75,56,13722.74,4,5,5,4.666666666666667,Champion
147,51,58,10454.5,5,5,5,5.0,Champion
148,42,58,11767.69,5,5,5,5.0,Champion
149,152,46,10571.39,4,5,5,4.666666666666667,Champion
150,16,72,17992.99,5,5,5,5.0,Champion
151,245,55,11622.08,3,5,5,4.333333333333333,Loyal
152,111,57,13857.84,4,5,5,4.666666666666667,Champion
153,7,70,15542.53,5,5,5,5.0,Champion
154,97,44,10744.95,4,5,5,4.666666666666667,Champion
155,51,54,14830.51,5,5,5,5.0,Champion
156,26,60,13697.29,5,5,5,5.0,Champion
157,13,60,15388.09,5,5,5,5.0,Champion
158,28,66,16874.85,5,5,5,5.0,Champion
159,80,73,19900.11,4,5,5,4.666666666666667,Champion
160,12,48,11902.64,5,5,5,5.0,Champion
161,399,50,10310.27,3,5,5,4.333333333333333,Loyal
162,1,54,10738.51,5,5,5,5.0,Champion
163,70,62,12452.87,4,5,5,4.666666666666667,Champion
164,57,48,14323.279999999999,5,5,5,5.0,Champion
165,15,44,8404.71,5,5,5,5.0,Champion
166,101,51,13483.79,4,5,5,4.666666666666667,Champion
167,64,54,12352.42,4,5,5,4.666666666666667,Champion
168,17,62,14536.47,5,5,5,5.0,Champion
169,81,66,15878.55,4,5,5,4.666666666666667,Champion
170,5,51,12578.72,5,5,5,5.0,Champion
171,8,58,12638.1,5,5,5,5.0,Champion
172,48,40,8809.34,5,5,5,5.0,Champion
173,26,46,11145.49,5,5,5,5.0,Champion
174,28,55,11705.79,5,5,5,5.0,Champion
175,65,40,9387.72,4,5,5,4.666666666666667,Champion
176,10,49,14221.86,5,5,5,5.0,Champion
177,32,50,14320.78,5,5,5,5.0,Champion
178,24,43,12102.24,5,5,5,5.0,Champion
179,74,47,12356.630000000001,4,5,5,4.666666666666667,Champion
180,22,55,10522.289999999999,5,5,5,5.0,Champion
181,93,57,11519.2,4,5,5,4.666666666666667,Champion
182,37,48,9737.2,5,5,5,5.0,Champion
183,30,61,17731.92,5,5,5,5.0,Champion
184,20,49,14174.02,5,5,5,5.0,Champion
185,22,44,8985.1,5,5,5,5.0,Champion
186,113,45,14226.220000000001,4,5,5,4.666666666666667,Champion
187,190,45,9988.78,4,5,5,4.666666666666667,Champion
188,25,50,12119.93,5,5,5,5.0,Champion
189,2,45,9584.41,5,5,5,5.0,Champion
190,6,56,13045.4,5,5,5,5.0,Champion
191,89,41,12319.67,4,5,5,4.666666666666667,Champion
192,34,53,14237.26,5,5,5,5.0,Champion
193,41,51,13568.82,5,5,5,5.0,Champion
194,15,51,9965.23,5,5,5,5.0,Champion
195,182,43,9691.23,4,5,5,4.666666666666667,Champion
196,264,28,7189.13,3,4,4,3.6666666666666665,Loyal
197,53,44,10330.53,5,5,5,5.0,Champion
198,69,43,10014.47,4,5,5,4.666666666666667,Champion
199,39,43,12282.06,5,5,5,5.0,Champion
200,294,47,10345.93,3,5,5,4.333333333333333,Loyal
201,52,46,10056.69,5,5,5,5.0,Champion
202,48,48,9518.71,5,5,5,5.0,Champion
203,70,44,11184.96,4,5,5,4.666666666666667,Champion
204,19,48,9050.15,5,5,5,5.0,Champion
205,3,43,8708.039999999999,5,5,5,5.0,Champion
206,57,44,9456.75,5,5,5,5.0,Champion
207,71,52,13039.57,4,5,5,4.666666666666667,Champion
208,176,45,11055.94,4,5,5,4.666666666666667,Champion
209,173,48,11384.35,4,5,5,4.666666666666667,Champion
210,18,56,11403.33,5,5,5,5.0,Champion
211,149,44,8773.13,4,5,5,4.666666666666667,Champion
212,14,51,12817.78,5,5,5,5.0,Champion
213,66,46,11577.61,4,5,5,4.666666666666667,Champion
214,13,48,12763.08,5,5,5,5.0,Champion
215,38,45,11050.85,5,5,5,5.0,Champion
216,127,49,12277.45,4,5,5,4.666666666666667,Champion
217,16,47,10094.8,5,5,5,5.0,Champion
218,85,42,9940.02,4,5,5,4.666666666666667,Champion
219,11,47,11156.98,5,5,5,5.0,Champion
220,259,44,11439.27,3,5,5,4.333333333333333,Loyal
221,20,41,9269.75,5,5,5,5.0,Champion
222,118,39,9492.64,4,5,5,4.666666666666667,Champion
223,53,39,7632.67,5,5,4,4.666666666666667,Champion
224,26,39,10452.34,5,5,5,5.0,Champion
225,5,49,10017.119999999999,5,5,5,5.0,Champion
226,8,31,6270.07,5,4,4,4.333333333333333,Champion
227,81,30,4838.8,4,4,4,4.0,Champion
228,31,48,15214.789999999999,5,5,5,5.0,Champion
229,123,44,14692.27,4,5,5,4.666666666666667,Champion
230,47,40,9068.45,5,5,5,5.0,Champion
231,73,40,10520.98,4,5,5,4.666666666666667,Champion
232,130,54,10000.57,4,5,5,4.666666666666667,Champion
233,6,35,6897.91,5,5,4,4.666666666666667,Champion
234,7,44,10891.51,5,5,5,5.0,Champion
235,9,46,11288.5,5,5,5,5.0,Champion
236,103,51,13954.34,4,5,5,4.666666666666667,Champion
237,306,41,8802.9,3,5,5,4.333333333333333,Loyal
238,7,51,14776.37,5,5,5,5.0,Champion
239,174,41,8906.78,4,5,5,4.666666666666667,Champion
240,60,35,10018.87,4,5,5,4.666666666666667,Champion
241,29,33,6582.03,5,5,4,4.666666666666667,Champion
242,29,36,10231.78,5,5,5,5.0,Champion
243,12,42,9769.44,5,5,5,5.0,Champion
244,47,27,7096.24,5,4,4,4.333333333333333,Champion
245,92,50,10715.460000000001,4,5,5,4.666666666666667,Champion
246,37,36,10179.98,5,5,5,5.0,Champion
247,13,36,9210.84,5,5,5,5.0,Champion
248,89,39,7757.2,4,5,5,4.666666666666667,Champion
249,16,38,8416.03,5,5,5,5.0,Champion
250,196,43,11339.43,4,5,5,4.666666666666667,Champion
251,1,44,8370.6,5,5,5,5.0,Champion
252,205,24,8280.28,4,4,5,4.333333333333333,Champion
253,55,36,10529.38,5,5,5,5.0,Champion
254,44,27,7746.42,5,4,4,4.333333333333333,Champion
255,53,43,9148.88,5,5,5,5.0,Champion
256,341,43,11039.08,3,5,5,4.333333333333333,Loyal
257,48,34,9702.41,5,5,5,5.0,Champion
258,66,35,7515.9,4,5,4,4.333333333333333,Champion
259,64,44,10696.04,4,5,5,4.666666666666667,Champion
260,74,42,10128.2,4,5,5,4.666666666666667,Champion
261,3,44,10879.47,5,5,5,5.0,Champion
262,93,33,7152.3,4,5,4,4.333333333333333,Champion
263,28,39,10858.15,5,5,5,5.0,Champion
264,301,27,5368.81,3,4,4,3.6666666666666665,Loyal
265,332,44,8962.59,3,5,5,4.333333333333333,Loyal
266,8,36,10332.68,5,5,5,5.0,Champion
267,91,47,8967.45,4,5,5,4.666666666666667,Champion
268,40,30,8823.16,5,4,5,4.666666666666667,Champion
269,94,29,7890.2,4,4,5,4.333333333333333,Champion
270,137,30,4011.41,4,4,4,4.0,Champion
271,311,33,8552.18,3,5,5,4.333333333333333,Loyal
272,20,49,12547.39,5,5,5,5.0,Champion
273,86,43,15011.699999999999,4,5,5,4.666666666666667,Champion
274,20,29,6491.83,5,4,4,4.333333333333333,Champion
275,144,35,10824.28,4,5,5,4.666666666666667,Champion
276,43,34,8021.58,5,5,5,5.0,Champion
277,109,30,7379.9,4,4,4,4.0,Champion
278,61,40,11820.52,4,5,5,4.666666666666667,Champion
279,16,32,7600.86,5,4,4,4.333333333333333,Champion
280,189,46,9290.54,4,5,5,4.666666666666667,Champion
281,80,45,9243.41,4,5,5,4.666666666666667,Champion
282,44,36,8791.04,5,5,5,5.0,Champion
283,17,51,9481.69,5,5,5,5.0,Champion
284,425,31,7380.13,3,4,4,3.6666666666666665,Loyal
285,26,32,6498.38,5,4,4,4.333333333333333,Champion
286,268,42,10913.92,3,5,5,4.333333333333333,Loyal
287,22,38,10212.93,5,5,5,5.0,Champion
288,51,37,9531.4,5,5,5,5.0,Champion
289,85,38,10940.0,4,5,5,4.666666666666667,Champion
290,241,25,4606.58,3,4,4,3.6666666666666665,Loyal
291,109,29,4877.44,4,4,4,4.0,Champion
292,16,23,5284.29,5,4,4,4.333333333333333,Champion
293,36,46,11296.05,5,5,5,5.0,Champion
294,85,34,6384.73,4,5,4,4.333333333333333,Champion
295,152,36,9204.26,4,5,5,4.666666666666667,Champion
296,161,29,6592.76,4,4,4,4.0,Champion
297,189,40,9257.41,4,5,5,4.666666666666667,Champion
298,494,32,8311.91,3,4,5,4.0,Loyal
299,320,33,7609.44,3,5,4,4.0,Loyal
300,198,30,6035.42,4,4,4,4.0,Champion
301,138,31,6987.09,4,4,4,4.0,Champion
302,114,41,10820.16,4,5,5,4.666666666666667,Champion
303,14,24,5091.42,5,4,4,4.333333333333333,Champion
304,47,33,5585.22,5,5,4,4.666666666666667,Champion
305,7,31,6426.11,5,4,4,4.333333333333333,Champion
306,688,23,6827.47,2,4,4,3.3333333333333335,At Risk
307,348,22,5398.83,3,4,4,3.6666666666666665,Loyal
308,64,40,9564.49,4,5,5,4.666666666666667,Champion
309,122,39,6734.34,4,5,4,4.333333333333333,Champion
310,84,36,9501.34,4,5,5,4.666666666666667,Champion
311,60,40,12886.24,4,5,5,4.666666666666667,Champion
312,71,34,10189.49,4,5,5,4.666666666666667,Champion
313,305,30,6175.98,3,4,4,3.6666666666666665,Loyal
314,122,39,7931.12,4,5,5,4.666666666666667,Champion
315,33,23,5843.16,5,4,4,4.333333333333333,Champion
316,82,33,6337.68,4,5,4,4.333333333333333,Champion
317,7,37,7696.88,5,5,4,4.666666666666667,Champion
318,183,25,6630.42,4,4,4,4.0,Champion
319,93,35,8489.31,4,5,5,4.666666666666667,Champion
320,112,33,8038.83,4,5,5,4.666666666666667,Champion
321,4,36,7386.45,5,5,4,4.666666666666667,Champion
322,476,23,4453.75,3,4,4,3.6666666666666665,Loyal
323,88,31,8442.59,4,4,5,4.333333333333333,Champion
324,48,31,7682.92,5,4,4,4.333333333333333,Champion
325,88,40,7517.53,4,5,4,4.333333333333333,Champion
326,121,42,9817.47,4,5,5,4.666666666666667,Champion
327,11,39,9139.5,5,5,5,5.0,Champion
328,88,22,5452.7699999999995,4,4,4,4.0,Champion
329,420,21,5331.25,3,4,4,3.6666666666666665,Loyal
330,36,23,4481.93,5,4,4,4.333333333333333,Champion
331,29,37,10648.63,5,5,5,5.0,Champion
332,83,32,7339.92,4,4,4,4.0,Champion
333,184,32,7523.57,4,4,4,4.0,Champion
334,78,32,8361.3,4,4,5,4.333333333333333,Champion
335,70,28,6024.43,4,4,4,4.0,Champion
336,17,23,5229.97,5,4,4,4.333333333333333,Champion
337,45,28,6786.61,5,4,4,4.333333333333333,Champion
338,379,24,7438.49,3,4,4,3.6666666666666665,Loyal
339,36,27,5370.42,5,4,4,4.333333333333333,Champion
340,230,32,7493.95,3,4,4,3.6666666666666665,Loyal
341,170,33,7981.29,4,5,5,4.666666666666667,Champion
342,187,33,8775.43,4,5,5,4.666666666666667,Champion
343,33,19,4823.97,5,4,4,4.333333333333333,Champion
344,774,28,7605.13,2,4,4,3.3333333333333335,At Risk
345,142,40,9116.95,4,5,5,4.666666666666667,Champion
346,62,21,6500.84,4,4,4,4.0,Champion
347,471,17,4402.49,3,4,4,3.6666666666666665,Loyal
348,11,24,6461.58,5,4,4,4.333333333333333,Champion
349,323,29,6585.95,3,4,4,3.6666666666666665,Loyal
350,21,28,5705.62,5,4,4,4.333333333333333,Champion
351,50,27,6159.56,5,4,4,4.333333333333333,Champion
352,66,31,8142.78,4,4,5,4.333333333333333,Champion
353,680,20,5423.82,2,4,4,3.3333333333333335,At Risk
354,336,31,7847.83,3,4,5,4.0,Loyal
355,110,38,10054.96,4,5,5,4.666666666666667,Champion
356,82,28,6093.33,4,4,4,4.0,Champion
357,6,43,12175.82,5,5,5,5.0,Champion
358,198,26,5992.56,4,4,4,4.0,Champion
359,216,30,7712.47,3,4,4,3.6666666666666665,Loyal
360,477,19,4218.19,3,4,4,3.6666666666666665,Loyal
361,58,27,6694.36,4,4,4,4.0,Champion
362,1,29,6686.07,5,4,4,4.333333333333333,Champion
363,125,24,6207.2300000000005,4,4,4,4.0,Champion
364,49,32,6137.87,5,4,4,4.333333333333333,Champion
365,232,20,3854.17,3,4,4,3.6666666666666665,Loyal
366,172,19,8749.19,4,4,5,4.333333333333333,Champion
367,311,31,9191.77,3,4,5,4.0,Loyal
368,75,30,6713.27,4,4,4,4.0,Champion
369,90,29,6405.7300000000005,4,4,4,4.0,Champion
370,28,28,8299.710000000001,5,4,5,4.666666666666667,Champion
371,66,31,6052.43,4,4,4,4.0,Champion
372,226,26,5196.1,3,4,4,3.6666666666666665,Loyal
373,271,8,1395.61,3,3,3,3.0,Loyal
374,94,23,5128.66,4,4,4,4.0,Champion
375,68,27,6976.76,4,4,4,4.0,Champion
376,263,33,8590.45,3,5,5,4.333333333333333,Loyal
377,312,22,7625.79,3,4,4,3.6666666666666665,Loyal
378,25,32,5844.26,5,4,4,4.333333333333333,Champion
379,20,32,6414.62,5,5,4,4.666666666666667,Champion
380,270,20,4171.42,3,4,4,3.6666666666666665,Loyal
381,64,26,6068.17,4,4,4,4.0,Champion
382,28,27,4569.59,5,4,4,4.333333333333333,Champion
383,1,25,5613.59,5,4,4,4.333333333333333,Champion
384,255,20,3263.1,3,4,4,3.6666666666666665,Loyal
385,591,30,7441.05,3,4,4,3.6666666666666665,Loyal
386,204,21,4529.23,4,4,4,4.0,Champion
387,191,24,7163.86,4,4,4,4.0,Champion
388,113,31,8366.79,4,4,5,4.333333333333333,Champion
389,8,25,8592.76,5,4,5,4.666666666666667,Champion
390,57,21,7612.389999999999,5,4,4,4.333333333333333,Champion
391,567,19,4811.8,3,4,4,3.6666666666666665,Loyal
392,129,37,10991.56,4,5,5,4.666666666666667,Champion
393,129,22,6260.48,4,4,4,4.0,Champion
394,576,24,6635.78,3,4,4,3.6666666666666665,Loyal
395,11,22,6558.95,5,4,4,4.333333333333333,Champion
396,53,24,5129.16,5,4,4,4.333333333333333,Champion
397,58,23,4817.82,4,4,4,4.0,Champion
398,24,29,6011.34,5,4,4,4.333333333333333,Champion
399,532,15,3905.91,3,4,4,3.6666666666666665,Loyal
400,22,21,6067.85,5,4,4,4.333333333333333,Champion
401,53,24,6214.85,5,4,4,4.333333333333333,Champion
402,31,26,5033.53,5,4,4,4.333333333333333,Champion
403,193,25,6165.86,4,4,4,4.0,Champion
404,11,18,3796.0,5,4,4,4.333333333333333,Champion
405,19,16,3960.7,5,4,4,4.333333333333333,Champion
406,290,21,4499.5,3,4,4,3.6666666666666665,Loyal
407,81,24,6466.02,4,4,4,4.0,Champion
408,733,15,4587.75,2,4,4,3.3333333333333335,At Risk
409,16,22,5039.33,5,4,4,4.333333333333333,Champion
410,104,14,2692.84,4,4,3,3.6666666666666665,Loyal
411,385,22,6018.62,3,4,4,3.6666666666666665,Loyal
412,188,28,6666.37,4,4,4,4.0,Champion
413,20,19,2498.21,5,4,3,4.0,Loyal
414,6,25,4655.07,5,4,4,4.333333333333333,Champion
415,346,21,6037.88,3,4,4,3.6666666666666665,Loyal
416,34,24,4959.8099999999995,5,4,4,4.333333333333333,Champion
417,86,20,3551.37,4,4,4,4.0,Champion
418,442,26,8220.3,3,4,5,4.0,Loyal
419,332,21,3949.79,3,4,4,3.6666666666666665,Loyal
420,661,22,5868.83,2,4,4,3.3333333333333335,At Risk
421,135,18,4786.03,4,4,4,4.0,Champion
422,36,25,5608.13,5,4,4,4.333333333333333,Champion
423,8,25,7240.0,5,4,4,4.333333333333333,Champion
424,142,20,5005.54,4,4,4,4.0,Champion
425,5,25,6162.86,5,4,4,4.333333333333333,Champion
426,274,17,2956.04,3,4,4,3.6666666666666665,Loyal
427,17,20,4515.8,5,4,4,4.333333333333333,Champion
428,1060,16,4496.32,2,4,4,3.3333333333333335,At Risk
429,9,28,5478.98,5,4,4,4.333333333333333,Champion
430,116,25,4405.72,4,4,4,4.0,Champion
431,189,32,7841.28,4,5,5,4.666666666666667,Champion
432,85,16,2729.62,4,4,3,3.6666666666666665,Loyal
433,180,20,6577.3099999999995,4,4,4,4.0,Champion
434,16,24,6216.68,5,4,4,4.333333333333333,Champion
435,149,17,3433.31,4,4,4,4.0,Champion
436,430,15,3239.75,3,4,4,3.6666666666666665,Loyal
437,81,21,3665.94,4,4,4,4.0,Champion
438,304,11,2820.75,3,3,3,3.0,Loyal
439,88,14,2047.5,4,4,3,3.6666666666666665,Loyal
440,32,24,4589.72,5,4,4,4.333333333333333,Champion
441,685,20,3452.43,2,4,4,3.3333333333333335,At Risk
442,794,14,3084.85,2,4,4,3.3333333333333335,At Risk
443,94,22,4611.45,4,4,4,4.0,Champion
444,86,23,4221.22,4,4,4,4.0,Champion
445,17,19,5789.82,5,4,4,4.333333333333333,Champion
446,139,17,6735.58,4,4,4,4.0,Champion
447,398,26,5848.25,3,4,4,3.6666666666666665,Loyal
448,82,26,5338.9800000000005,4,4,4,4.0,Champion
449,204,19,4311.610000000001,4,4,4,4.0,Champion
450,800,17,5025.29,2,4,4,3.3333333333333335,At Risk
451,98,9,1710.6,4,3,3,3.3333333333333335,Loyal
452,101,16,3926.76,4,4,4,4.0,Champion
453,68,27,7072.0,4,4,4,4.0,Champion
454,32,25,4828.24,5,4,4,4.333333333333333,Champion
455,33,24,5412.82,5,4,4,4.333333333333333,Champion
456,513,21,4737.55,3,4,4,3.6666666666666665,Loyal
457,572,22,4951.13,3,4,4,3.6666666666666665,Loyal
458,180,18,5093.05,4,4,4,4.0,Champion
459,515,19,4316.87,3,4,4,3.6666666666666665,Loyal
460,4,23,3986.92,5,4,4,4.333333333333333,Champion
461,44,15,3558.05,5,4,4,4.333333333333333,Champion
462,85,20,4883.25,4,4,4,4.0,Champion
463,37,23,7321.33,5,4,4,4.333333333333333,Champion
464,512,14,3927.43,3,4,4,3.6666666666666665,Loyal
465,595,13,2017.99,2,4,3,3.0,At Risk
466,157,11,4317.7699999999995,4,3,4,3.6666666666666665,Loyal
467,297,17,4042.36,3,4,4,3.6666666666666665,Loyal
468,99,21,5144.25,4,4,4,4.0,Champion
469,122,22,6681.02,4,4,4,4.0,Champion
470,63,13,2866.37,4,4,3,3.6666666666666665,Loyal
471,598,17,3981.03,2,4,4,3.3333333333333335,At Risk
472,42,20,4163.12,5,4,4,4.333333333333333,Champion
473,50,17,5348.6,5,4,4,4.333333333333333,Champion
474,162,19,2996.07,4,4,4,4.0,Champion
475,115,14,4577.22,4,4,4,4.0,Champion
476,152,11,2347.75,4,3,3,3.3333333333333335,Loyal
477,1,20,7365.29,5,4,4,4.333333333333333,Champion
478,261,14,2897.59,3,4,3,3.3333333333333335,Loyal
479,368,23,5059.77,3,4,4,3.6666666666666665,Loyal
480,113,23,5653.150000000001,4,4,4,4.0,Champion
481,472,26,5097.17,3,4,4,3.6666666666666665,Loyal
482,123,12,3468.88,4,3,4,3.6666666666666665,Loyal
483,66,16,3489.56,4,4,4,4.0,Champion
484,191,12,2464.38,4,3,3,3.3333333333333335,Loyal
485,373,17,4005.05,3,4,4,3.6666666666666665,Loyal
486,625,13,3955.6099999999997,2,4,4,3.3333333333333335,At Risk
487,154,23,6162.89,4,4,4,4.0,Champion
488,415,20,4104.27,3,4,4,3.6666666666666665,Loyal
489,252,14,3376.48,3,4,4,3.6666666666666665,Loyal
490,195,20,4387.07,4,4,4,4.0,Champion
491,399,15,2799.64,3,4,3,3.3333333333333335,Loyal
492,701,22,6634.0,2,4,4,3.3333333333333335,At Risk
493,38,16,4058.64,5,4,4,4.333333333333333,Champion
494,246,15,5512.5599999999995,3,4,4,3.6666666666666665,Loyal
495,108,12,3558.7200000000003,4,3,4,3.6666666666666665,Loyal
496,7,22,6108.92,5,4,4,4.333333333333333,Champion
497,425,13,3123.8799999999997,3,4,4,3.6666666666666665,Loyal
498,205,19,4272.58,4,4,4,4.0,Champion
499,92,18,3174.0099999999998,4,4,4,4.0,Champion
500,97,24,6643.9,4,4,4,4.0,Champion
501,50,10,1883.75,5,3,3,3.6666666666666665,Loyal
502,23,14,2111.27,5,4,3,4.0,Loyal
